"TXNAME","GENEID"
"AT1G45180_P3","AT1G45180"
"AT1G45180_P4","AT1G45180"
"AT1G45180_s1","AT1G45180"
"AT1G45191.1","AT1G45191"
"AT1G45191.2","AT1G45191"
"AT1G45191_JC4","AT1G45191"
"AT1G45191_JC7","AT1G45191"
"AT1G45191_JS1","AT1G45191"
"AT1G45191_JS3","AT1G45191"
"AT1G45191_JS4","AT1G45191"
"AT1G45191_JS6","AT1G45191"
"AT1G45191_P3","AT1G45191"
"AT1G45191_P5","AT1G45191"
"AT1G45201_P2","AT1G45201"
"AT1G45201_P3","AT1G45201"
"AT1G45207.2","AT1G45207"
"AT1G45207_JS1","AT1G45207"
"AT1G45207_JS2","AT1G45207"
"AT1G45207_JS3","AT1G45207"
"AT1G45207_P3","AT1G45207"
"AT1G45207_c1","AT1G45207"
"AT1G45238.1","AT1G45238"
"AT1G45249.3","AT1G45249"
"AT1G45249_ID4","AT1G45249"
"AT1G45249_ID5","AT1G45249"
"AT1G45249_P1","AT1G45249"
"AT1G45249_P2","AT1G45249"
"AT1G45249_P4","AT1G45249"
"AT1G45249_P5","AT1G45249"
"AT1G45249_P6","AT1G45249"
"AT1G45249_P7","AT1G45249"
"AT1G45249_P8","AT1G45249"
"AT1G45249_c1","AT1G45249"
"AT1G45249_c2","AT1G45249"
"AT1G45249_s2","AT1G45249"
"AT1G45616_P1","AT1G45616"
"AT1G45904.1","AT1G45904"
"AT1G46264_ID2","AT1G46264"
"AT1G46264_P1","AT1G46264"
"AT1G46264_c1","AT1G46264"
"AT1G46264_c2","AT1G46264"
"AT1G46480_P1","AT1G46480"
"AT1G46480_P2","AT1G46480"
"AT1G46768_JC1","AT1G46768"
"AT1G46768_JC2","AT1G46768"
"AT1G46768_P1","AT1G46768"
"AT1G46768_P2","AT1G46768"
"AT1G46768_P3","AT1G46768"
"AT1G47220.1","AT1G47220"
"AT1G47240_ID2","AT1G47240"
"AT1G47240_P1","AT1G47240"
"AT1G47270.1","AT1G47270"
"AT1G47270_JS1","AT1G47270"
"AT1G47270_P2","AT1G47270"
"AT1G47270_P3","AT1G47270"
"AT1G47290_ID1","AT1G47290"
"AT1G47290_ID10","AT1G47290"
"AT1G47290_ID11","AT1G47290"
"AT1G47290_P2","AT1G47290"
"AT1G47290_c1","AT1G47290"
"AT1G47520.1","AT1G47520"
"AT1G47520_c1","AT1G47520"
"AT1G47710_JS1","AT1G47710"
"AT1G47710_s1","AT1G47710"
"AT1G47770.1","AT1G47770"
"AT1G47840_P1","AT1G47840"
"AT1G47840_P2","AT1G47840"
"AT1G47840_s1","AT1G47840"
"AT1G47890_P1","AT1G47890"
"AT1G48060_P1","AT1G48060"
"AT1G48080.1","AT1G48080"
"AT1G48100_P1","AT1G48100"
"AT1G48120_P1","AT1G48120"
"AT1G48175_ID4","AT1G48175"
"AT1G48175_P1","AT1G48175"
"AT1G48175_P2","AT1G48175"
"AT1G48175_P3","AT1G48175"
"AT1G48175_P4","AT1G48175"
"AT1G48175_P5","AT1G48175"
"AT1G48175_P6","AT1G48175"
"AT1G48175_c1","AT1G48175"
"AT1G48300_P1","AT1G48300"
"AT1G48310_P1","AT1G48310"
"AT1G48310_P2","AT1G48310"
"AT1G48310_P3","AT1G48310"
"AT1G48310_P4","AT1G48310"
"AT1G48310_s1","AT1G48310"
"AT1G48315.1","AT1G48315"
"AT1G48315_ID1","AT1G48315"
"AT1G48330_P1","AT1G48330"
"AT1G48360.3","AT1G48360"
"AT1G48360_P1","AT1G48360"
"AT1G48360_P2","AT1G48360"
"AT1G48360_P3","AT1G48360"
"AT1G48360_P4","AT1G48360"
"AT1G48360_P5","AT1G48360"
"AT1G48360_P6","AT1G48360"
"AT1G48360_c1","AT1G48360"
"AT1G48360_c2","AT1G48360"
"AT1G48360_s2","AT1G48360"
"AT1G48370.1","AT1G48370"
"AT1G48370_P2","AT1G48370"
"AT1G48410.3","AT1G48410"
"AT1G48410_ID11","AT1G48410"
"AT1G48410_ID14","AT1G48410"
"AT1G48410_ID15","AT1G48410"
"AT1G48410_P1","AT1G48410"
"AT1G48410_P2","AT1G48410"
"AT1G48430_ID3","AT1G48430"
"AT1G48430_ID4","AT1G48430"
"AT1G48430_ID7","AT1G48430"
"AT1G48430_ID8","AT1G48430"
"AT1G48430_JC11","AT1G48430"
"AT1G48430_JS11","AT1G48430"
"AT1G48430_JS13","AT1G48430"
"AT1G48430_JS15","AT1G48430"
"AT1G48430_JS17","AT1G48430"
"AT1G48430_JS18","AT1G48430"
"AT1G48430_JS19","AT1G48430"
"AT1G48430_JS21","AT1G48430"
"AT1G48430_JS3","AT1G48430"
"AT1G48430_JS5","AT1G48430"
"AT1G48430_JS6","AT1G48430"
"AT1G48430_JS9","AT1G48430"
"AT1G48430_P1","AT1G48430"
"AT1G48430_P2","AT1G48430"
"AT1G48430_s2","AT1G48430"
"AT1G48430_s3","AT1G48430"
"AT1G48430_s4","AT1G48430"
"AT1G48490.2","AT1G48490"
"AT1G48490_JS3","AT1G48490"
"AT1G48490_P1","AT1G48490"
"AT1G48490_P3","AT1G48490"
"AT1G48490_P4","AT1G48490"
"AT1G48540.1","AT1G48540"
"AT1G48540.2","AT1G48540"
"AT1G48540_JC1","AT1G48540"
"AT1G48540_JC10","AT1G48540"
"AT1G48540_JC2","AT1G48540"
"AT1G48540_JC3","AT1G48540"
"AT1G48540_JC4","AT1G48540"
"AT1G48540_JC9","AT1G48540"
"AT1G48540_s1","AT1G48540"
"AT1G48540_s2","AT1G48540"
"AT1G48660.1","AT1G48660"
"AT1G48660_P2","AT1G48660"
"AT1G48745_P1","AT1G48745"
"AT1G48760.1","AT1G48760"
"AT1G48760.2","AT1G48760"
"AT1G48760.3","AT1G48760"
"AT1G48770.1","AT1G48770"
"AT1G48780_P1","AT1G48780"
"AT1G48780_P2","AT1G48780"
"AT1G48870_P2","AT1G48870"
"AT1G48870_s1","AT1G48870"
"AT1G48960.1","AT1G48960"
"AT1G48960_ID3","AT1G48960"
"AT1G48960_ID4","AT1G48960"
"AT1G49040.3","AT1G49040"
"AT1G49040_JS4","AT1G49040"
"AT1G49040_JS6","AT1G49040"
"AT1G49040_JS7","AT1G49040"
"AT1G49040_P1","AT1G49040"
"AT1G49040_s2","AT1G49040"
"AT1G49050.2","AT1G49050"
"AT1G49050_ID1","AT1G49050"
"AT1G49050_ID3","AT1G49050"
"AT1G49050_ID4","AT1G49050"
"AT1G49050_P1","AT1G49050"
"AT1G49050_c1","AT1G49050"
"AT1G49100_P1","AT1G49100"
"AT1G49130_ID1","AT1G49130"
"AT1G49130_ID2","AT1G49130"
"AT1G49180.1","AT1G49180"
"AT1G49180.2","AT1G49180"
"AT1G49180_ID105","AT1G49180"
"AT1G49180_ID109","AT1G49180"
"AT1G49180_ID13","AT1G49180"
"AT1G49180_ID149","AT1G49180"
"AT1G49180_ID15","AT1G49180"
"AT1G49180_ID153","AT1G49180"
"AT1G49180_ID157","AT1G49180"
"AT1G49180_ID159","AT1G49180"
"AT1G49180_ID5","AT1G49180"
"AT1G49180_ID61","AT1G49180"
"AT1G49180_ID9","AT1G49180"
"AT1G49180_JC16","AT1G49180"
"AT1G49180_c1","AT1G49180"
"AT1G49180_c2","AT1G49180"
"AT1G49180_s1","AT1G49180"
"AT1G49200.1","AT1G49200"
"AT1G49320_P1","AT1G49320"
"AT1G49390_P1","AT1G49390"
"AT1G49390_P2","AT1G49390"
"AT1G49430_ID1","AT1G49430"
"AT1G49430_P1","AT1G49430"
"AT1G49430_P2","AT1G49430"
"AT1G49430_s1","AT1G49430"
"AT1G49470_P1","AT1G49470"
"AT1G49620_ID2","AT1G49620"
"AT1G49620_ID3","AT1G49620"
"AT1G49620_ID4","AT1G49620"
"AT1G49620_P2","AT1G49620"
"AT1G49620_P3","AT1G49620"
"AT1G49620_s1","AT1G49620"
"AT1G49700.1","AT1G49700"
"AT1G49700.2","AT1G49700"
"AT1G49730.1","AT1G49730"
"AT1G49730.4","AT1G49730"
"AT1G49730_ID11","AT1G49730"
"AT1G49730_ID15","AT1G49730"
"AT1G49730_ID19","AT1G49730"
"AT1G49730_ID27","AT1G49730"
"AT1G49730_ID29","AT1G49730"
"AT1G49730_JC12","AT1G49730"
"AT1G49730_P3","AT1G49730"
"AT1G49730_c1","AT1G49730"
"AT1G49730_c2","AT1G49730"
"AT1G49730_s1","AT1G49730"
"AT1G49900.1","AT1G49900"
"AT1G49975_P1","AT1G49975"
"AT1G49975_s1","AT1G49975"
"AT1G50000_ID1","AT1G50000"
"AT1G50000_ID5","AT1G50000"
"AT1G50000_P1","AT1G50000"
"AT1G50000_P2","AT1G50000"
"AT1G50000_P3","AT1G50000"
"AT1G50140.1","AT1G50140"
"AT1G50140.2","AT1G50140"
"AT1G50140_ID4","AT1G50140"
"AT1G50140_ID7","AT1G50140"
"AT1G50140_JS4","AT1G50140"
"AT1G50140_JS5","AT1G50140"
"AT1G50140_c1","AT1G50140"
"AT1G50140_c2","AT1G50140"
"AT1G50140_c3","AT1G50140"
"AT1G50140_c5","AT1G50140"
"AT1G50140_s1","AT1G50140"
"AT1G50140_s2","AT1G50140"
"AT1G50140_s3","AT1G50140"
"AT1G50140_s4","AT1G50140"
"AT1G50140_s5","AT1G50140"
"AT1G50140_s6","AT1G50140"
"AT1G50220_P1","AT1G50220"
"AT1G50260.2","AT1G50260"
"AT1G50260_JC1","AT1G50260"
"AT1G50260_JC2","AT1G50260"
"AT1G50260_P1","AT1G50260"
"AT1G50260_c2","AT1G50260"
"AT1G50260_c3","AT1G50260"
"AT1G50260_s2","AT1G50260"
"AT1G50440_ID10","AT1G50440"
"AT1G50440_ID11","AT1G50440"
"AT1G50440_ID12","AT1G50440"
"AT1G50440_ID14","AT1G50440"
"AT1G50440_ID8","AT1G50440"
"AT1G50440_P1","AT1G50440"
"AT1G50440_P4","AT1G50440"
"AT1G50440_P5","AT1G50440"
"AT1G50730.1","AT1G50730"
"AT1G50730_ID2","AT1G50730"
"AT1G50730_ID8","AT1G50730"
"AT1G50730_JC24","AT1G50730"
"AT1G50730_JC6","AT1G50730"
"AT1G50730_JC7","AT1G50730"
"AT1G50730_JS10","AT1G50730"
"AT1G50730_JS12","AT1G50730"
"AT1G50730_JS17","AT1G50730"
"AT1G50730_c4","AT1G50730"
"AT1G50730_c6","AT1G50730"
"AT1G50730_c7","AT1G50730"
"AT1G50730_c8","AT1G50730"
"AT1G50730_c9","AT1G50730"
"AT1G50730_s1","AT1G50730"
"AT1G50730_s2","AT1G50730"
"AT1G50730_s3","AT1G50730"
"AT1G50730_s4","AT1G50730"
"AT1G50730_s5","AT1G50730"
"AT1G50800.1","AT1G50800"
"AT1G50910.1","AT1G50910"
"AT1G50910_ID1","AT1G50910"
"AT1G50970.1","AT1G50970"
"AT1G50970_ID17","AT1G50970"
"AT1G50970_ID18","AT1G50970"
"AT1G50970_ID19","AT1G50970"
"AT1G50970_ID22","AT1G50970"
"AT1G50970_ID24","AT1G50970"
"AT1G50970_ID34","AT1G50970"
"AT1G50970_ID37","AT1G50970"
"AT1G50970_ID38","AT1G50970"
"AT1G50970_ID45","AT1G50970"
"AT1G50970_ID6","AT1G50970"
"AT1G50970_JC12","AT1G50970"
"AT1G50970_JC14","AT1G50970"
"AT1G50970_JC16","AT1G50970"
"AT1G50970_JC17","AT1G50970"
"AT1G50970_JC19","AT1G50970"
"AT1G50970_JS1","AT1G50970"
"AT1G50970_JS6","AT1G50970"
"AT1G50970_JS7","AT1G50970"
"AT1G50970_JS9","AT1G50970"
"AT1G50970_P2","AT1G50970"
"AT1G50970_P3","AT1G50970"
"AT1G50970_c2","AT1G50970"
"AT1G50970_c3","AT1G50970"
"AT1G50970_c4","AT1G50970"
"AT1G50970_c5","AT1G50970"
"AT1G50970_c6","AT1G50970"
"AT1G50970_c7","AT1G50970"
"AT1G50990_P1","AT1G50990"
"AT1G50990_P2","AT1G50990"
"AT1G51070.2","AT1G51070"
"AT1G51070_ID1","AT1G51070"
"AT1G51070_ID13","AT1G51070"
"AT1G51070_ID4","AT1G51070"
"AT1G51070_ID9","AT1G51070"
"AT1G51070_P1","AT1G51070"
"AT1G51080_P1","AT1G51080"
"AT1G51090_P1","AT1G51090"
"AT1G51110_ID2","AT1G51110"
"AT1G51110_ID8","AT1G51110"
"AT1G51110_P1","AT1G51110"
"AT1G51110_s1","AT1G51110"
"AT1G51140_JS1","AT1G51140"
"AT1G51140_P1","AT1G51140"
"AT1G51170_P1","AT1G51170"
"AT1G51200.3","AT1G51200"
"AT1G51200.4","AT1G51200"
"AT1G51200_ID5","AT1G51200"
"AT1G51200_P1","AT1G51200"
"AT1G51200_P2","AT1G51200"
"AT1G51270.1","AT1G51270"
"AT1G51270.2","AT1G51270"
"AT1G51270_ID41","AT1G51270"
"AT1G51270_ID45","AT1G51270"
"AT1G51270_ID49","AT1G51270"
"AT1G51270_ID51","AT1G51270"
"AT1G51270_ID53","AT1G51270"
"AT1G51270_ID55","AT1G51270"
"AT1G51270_JC11","AT1G51270"
"AT1G51270_JC17","AT1G51270"
"AT1G51270_JC18","AT1G51270"
"AT1G51270_JC19","AT1G51270"
"AT1G51270_JS2","AT1G51270"
"AT1G51270_JS3","AT1G51270"
"AT1G51270_JS4","AT1G51270"
"AT1G51270_JS5","AT1G51270"
"AT1G51270_JS6","AT1G51270"
"AT1G51270_JS7","AT1G51270"
"AT1G51270_JS9","AT1G51270"
"AT1G51270_P10","AT1G51270"
"AT1G51270_P11","AT1G51270"
"AT1G51270_P14","AT1G51270"
"AT1G51270_P3","AT1G51270"
"AT1G51270_P6","AT1G51270"
"AT1G51270_P7","AT1G51270"
"AT1G51270_P9","AT1G51270"
"AT1G51270_c2","AT1G51270"
"AT1G51270_c3","AT1G51270"
"AT1G51270_c4","AT1G51270"
"AT1G51270_s1","AT1G51270"
"AT1G51270_s2","AT1G51270"
"AT1G51270_s3","AT1G51270"
"AT1G51300.1","AT1G51300"
"AT1G51300_P1","AT1G51300"
"AT1G51300_P2","AT1G51300"
"AT1G51300_P3","AT1G51300"
"AT1G51400.1","AT1G51400"
"AT1G51430.1","AT1G51430"
"AT1G51430_ID1","AT1G51430"
"AT1G51430_ID2","AT1G51430"
"AT1G51430_ID4","AT1G51430"
"AT1G51430_ID5","AT1G51430"
"AT1G51430_ID7","AT1G51430"
"AT1G51550_ID1","AT1G51550"
"AT1G51550_ID2","AT1G51550"
"AT1G51550_P1","AT1G51550"
"AT1G51570_P1","AT1G51570"
"AT1G51670.1","AT1G51670"
"AT1G51670_P2","AT1G51670"
"AT1G51690.3","AT1G51690"
"AT1G51690_JS10","AT1G51690"
"AT1G51690_P1","AT1G51690"
"AT1G51690_P5","AT1G51690"
"AT1G51690_c1","AT1G51690"
"AT1G51690_s1","AT1G51690"
"AT1G51690_s2","AT1G51690"
"AT1G51690_s3","AT1G51690"
"AT1G51690_s4","AT1G51690"
"AT1G51690_s5","AT1G51690"
"AT1G51700_P1","AT1G51700"
"AT1G51720_ID10","AT1G51720"
"AT1G51720_ID14","AT1G51720"
"AT1G51720_ID2","AT1G51720"
"AT1G51720_ID4","AT1G51720"
"AT1G51720_P1","AT1G51720"
"AT1G51720_P2","AT1G51720"
"AT1G51720_P3","AT1G51720"
"AT1G51720_c1","AT1G51720"
"AT1G51720_s1","AT1G51720"
"AT1G51720_s3","AT1G51720"
"AT1G51760_ID2","AT1G51760"
"AT1G51760_P1","AT1G51760"
"AT1G51790.1","AT1G51790"
"AT1G51790_JC2","AT1G51790"
"AT1G51790_JC3","AT1G51790"
"AT1G51790_JS4","AT1G51790"
"AT1G51790_P1","AT1G51790"
"AT1G51790_P2","AT1G51790"
"AT1G51790_P3","AT1G51790"
"AT1G51790_c1","AT1G51790"
"AT1G51790_c2","AT1G51790"
"AT1G51790_c3","AT1G51790"
"AT1G51805.2","AT1G51805"
"AT1G51805_ID2","AT1G51805"
"AT1G51805_ID6","AT1G51805"
"AT1G51805_JC6","AT1G51805"
"AT1G51805_P1","AT1G51805"
"AT1G51805_c1","AT1G51805"
"AT1G51805_s1","AT1G51805"
"AT1G51805_s2","AT1G51805"
"AT1G51850.1","AT1G51850"
"AT1G51850_ID1","AT1G51850"
"AT1G51850_ID4","AT1G51850"
"AT1G51850_ID7","AT1G51850"
"AT1G51850_P2","AT1G51850"
"AT1G51890.2","AT1G51890"
"AT1G51890_P1","AT1G51890"
"AT1G51890_P2","AT1G51890"
"AT1G51890_P3","AT1G51890"
"AT1G51890_P4","AT1G51890"
"AT1G51890_P5","AT1G51890"
"AT1G51890_c1","AT1G51890"
"AT1G51890_s2","AT1G51890"
"AT1G51900_P1","AT1G51900"
"AT1G51965.1","AT1G51965"
"AT1G51965_ID1","AT1G51965"
"AT1G51965_ID2","AT1G51965"
"AT1G52000_JS4","AT1G52000"
"AT1G52000_JS5","AT1G52000"
"AT1G52000_P1","AT1G52000"
"AT1G52000_P2","AT1G52000"
"AT1G52000_s1","AT1G52000"
"AT1G52040_P1","AT1G52040"
"AT1G52060_P1","AT1G52060"
"AT1G52060_s1","AT1G52060"
"AT1G52150.2","AT1G52150"
"AT1G52150_JC5","AT1G52150"
"AT1G52150_P1","AT1G52150"
"AT1G52150_P3","AT1G52150"
"AT1G52150_s1","AT1G52150"
"AT1G52150_s2","AT1G52150"
"AT1G52155_JS1","AT1G52155"
"AT1G52155_JS2","AT1G52155"
"AT1G52155_P1","AT1G52155"
"AT1G52170.1","AT1G52170"
"AT1G52190_P1","AT1G52190"
"AT1G52200_P1","AT1G52200"
"AT1G52200_P2","AT1G52200"
"AT1G52245_P1","AT1G52245"
"AT1G52260_ID41","AT1G52260"
"AT1G52260_ID43","AT1G52260"
"AT1G52260_ID45","AT1G52260"
"AT1G52260_ID50","AT1G52260"
"AT1G52260_P1","AT1G52260"
"AT1G52260_c1","AT1G52260"
"AT1G52260_c2","AT1G52260"
"AT1G52260_c3","AT1G52260"
"AT1G52290_ID4","AT1G52290"
"AT1G52290_ID5","AT1G52290"
"AT1G52290_ID7","AT1G52290"
"AT1G52290_P1","AT1G52290"
"AT1G52290_P2","AT1G52290"
"AT1G52342_P1","AT1G52342"
"AT1G52410.1","AT1G52410"
"AT1G52410_ID180","AT1G52410"
"AT1G52410_ID181","AT1G52410"
"AT1G52410_P2","AT1G52410"
"AT1G52410_c1","AT1G52410"
"AT1G52410_c2","AT1G52410"
"AT1G52410_c3","AT1G52410"
"AT1G52410_c4","AT1G52410"
"AT1G52430_P1","AT1G52430"
"AT1G52430_P2","AT1G52430"
"AT1G52450_JC16","AT1G52450"
"AT1G52450_JS4","AT1G52450"
"AT1G52450_JS9","AT1G52450"
"AT1G52450_P1","AT1G52450"
"AT1G52450_P2","AT1G52450"
"AT1G52495_P1","AT1G52495"
"AT1G52565_ID2","AT1G52565"
"AT1G52565_P1","AT1G52565"
"AT1G52640_P1","AT1G52640"
"AT1G52660.1","AT1G52660"
"AT1G52680_P1","AT1G52680"
"AT1G52696.1","AT1G52696"
"AT1G52710.1","AT1G52710"
"AT1G52710_ID4","AT1G52710"
"AT1G52710_ID6","AT1G52710"
"AT1G52710_JC7","AT1G52710"
"AT1G52710_P2","AT1G52710"
"AT1G52730_P1","AT1G52730"
"AT1G52730_P2","AT1G52730"
"AT1G52730_P3","AT1G52730"
"AT1G52770_P1","AT1G52770"
"AT1G52800_P1","AT1G52800"
"AT1G52827_P1","AT1G52827"
"AT1G52950_P1","AT1G52950"
"AT1G53030_P1","AT1G53030"
"AT1G53035_P1","AT1G53035"
"AT1G53035_P2","AT1G53035"
"AT1G53040_ID16","AT1G53040"
"AT1G53040_ID5","AT1G53040"
"AT1G53040_P1","AT1G53040"
"AT1G53040_P2","AT1G53040"
"AT1G53040_P3","AT1G53040"
"AT1G53040_P4","AT1G53040"
"AT1G53040_P5","AT1G53040"
"AT1G53040_P6","AT1G53040"
"AT1G53040_c1","AT1G53040"
"AT1G53040_c2","AT1G53040"
"AT1G53040_c3","AT1G53040"
"AT1G53040_s1","AT1G53040"
"AT1G53050_JS2","AT1G53050"
"AT1G53050_P1","AT1G53050"
"AT1G53050_P2","AT1G53050"
"AT1G53060_P1","AT1G53060"
"AT1G53090_P1","AT1G53090"
"AT1G53090_P2","AT1G53090"
"AT1G53090_P3","AT1G53090"
"AT1G53090_P4","AT1G53090"
"AT1G53100.2","AT1G53100"
"AT1G53100_ID1","AT1G53100"
"AT1G53100_ID3","AT1G53100"
"AT1G53100_ID6","AT1G53100"
"AT1G53100_ID8","AT1G53100"
"AT1G53100_P1","AT1G53100"
"AT1G53165.2","AT1G53165"
"AT1G53165.3","AT1G53165"
"AT1G53165_JC6","AT1G53165"
"AT1G53165_JC8","AT1G53165"
"AT1G53165_JS10","AT1G53165"
"AT1G53165_JS4","AT1G53165"
"AT1G53165_P1","AT1G53165"
"AT1G53165_P2","AT1G53165"
"AT1G53165_c1","AT1G53165"
"AT1G53165_s2","AT1G53165"
"AT1G53165_s3","AT1G53165"
"AT1G53170_P1","AT1G53170"
"AT1G53180_ID2","AT1G53180"
"AT1G53180_P2","AT1G53180"
"AT1G53180_c1","AT1G53180"
"AT1G53190.1","AT1G53190"
"AT1G53190.2","AT1G53190"
"AT1G53260.1","AT1G53260"
"AT1G53260.2","AT1G53260"
"AT1G53340_P2","AT1G53340"
"AT1G53340_c1","AT1G53340"
"AT1G53340_s1","AT1G53340"
"AT1G53345.1","AT1G53345"
"AT1G53380_P1","AT1G53380"
"AT1G53380_P2","AT1G53380"
"AT1G53380_P3","AT1G53380"
"AT1G53380_P4","AT1G53380"
"AT1G53380_P5","AT1G53380"
"AT1G53380_c1","AT1G53380"
"AT1G53380_c2","AT1G53380"
"AT1G53390_JC37","AT1G53390"
"AT1G53390_JS2","AT1G53390"
"AT1G53390_JS3","AT1G53390"
"AT1G53390_JS9","AT1G53390"
"AT1G53390_P1","AT1G53390"
"AT1G53390_s2","AT1G53390"
"AT1G53400_ID1","AT1G53400"
"AT1G53400_P1","AT1G53400"
"AT1G53400_c1","AT1G53400"
"AT1G53430.1","AT1G53430"
"AT1G53430.2","AT1G53430"
"AT1G53430_ID7","AT1G53430"
"AT1G53430_ID9","AT1G53430"
"AT1G53430_JS1","AT1G53430"
"AT1G53430_s1","AT1G53430"
"AT1G53440_ID2","AT1G53440"
"AT1G53440_ID3","AT1G53440"
"AT1G53440_ID4","AT1G53440"
"AT1G53440_P1","AT1G53440"
"AT1G53440_c1","AT1G53440"
"AT1G53440_s1","AT1G53440"
"AT1G53450_ID1","AT1G53450"
"AT1G53450_ID2","AT1G53450"
"AT1G53450_ID4","AT1G53450"
"AT1G53450_P2","AT1G53450"
"AT1G53470_P1","AT1G53470"
"AT1G53510_ID1","AT1G53510"
"AT1G53510_ID3","AT1G53510"
"AT1G53510_ID4","AT1G53510"
"AT1G53510_ID5","AT1G53510"
"AT1G53510_ID6","AT1G53510"
"AT1G53510_P1","AT1G53510"
"AT1G53510_c1","AT1G53510"
"AT1G53510_c2","AT1G53510"
"AT1G53510_s1","AT1G53510"
"AT1G53520_P1","AT1G53520"
"AT1G53520_s1","AT1G53520"
"AT1G53560.1","AT1G53560"
"AT1G53560_JS2","AT1G53560"
"AT1G53560_s1","AT1G53560"
"AT1G53570.3","AT1G53570"
"AT1G53570.4","AT1G53570"
"AT1G53570.5","AT1G53570"
"AT1G53570_ID12","AT1G53570"
"AT1G53570_ID7","AT1G53570"
"AT1G53570_P1","AT1G53570"
"AT1G53570_P2","AT1G53570"
"AT1G53570_P6","AT1G53570"
"AT1G53570_P7","AT1G53570"
"AT1G53590_ID3","AT1G53590"
"AT1G53590_ID4","AT1G53590"
"AT1G53590_ID5","AT1G53590"
"AT1G53590_ID6","AT1G53590"
"AT1G53590_ID8","AT1G53590"
"AT1G53590_JS1","AT1G53590"
"AT1G53590_JS2","AT1G53590"
"AT1G53590_P1","AT1G53590"
"AT1G53590_c1","AT1G53590"
"AT1G53645_P1","AT1G53645"
"AT1G53700_P1","AT1G53700"
"AT1G53710.1","AT1G53710"
"AT1G53710.2","AT1G53710"
"AT1G53710_ID8","AT1G53710"
"AT1G53710_c1","AT1G53710"
"AT1G53710_c3","AT1G53710"
"AT1G53780_P1","AT1G53780"
"AT1G53780_P2","AT1G53780"
"AT1G53780_P3","AT1G53780"
"AT1G53780_P4","AT1G53780"
"AT1G53880.1","AT1G53880"
"AT1G53880_ID8","AT1G53880"
"AT1G53880_ID9","AT1G53880"
"AT1G53920_P1","AT1G53920"
"AT1G53920_c3","AT1G53920"
"AT1G54010_P1","AT1G54010"
"AT1G54040.2","AT1G54040"
"AT1G54040_ID1","AT1G54040"
"AT1G54100_JC2","AT1G54100"
"AT1G54100_P1","AT1G54100"
"AT1G54100_P2","AT1G54100"
"AT1G54130_P1","AT1G54130"
"AT1G54150.1","AT1G54150"
"AT1G54150_P2","AT1G54150"
"AT1G54160.1","AT1G54160"
"AT1G54160_JS2","AT1G54160"
"AT1G54160_s1","AT1G54160"
"AT1G54170_JS2","AT1G54170"
"AT1G54170_P1","AT1G54170"
"AT1G54170_c1","AT1G54170"
"AT1G54230.1","AT1G54230"
"AT1G54310.1","AT1G54310"
"AT1G54310_ID1","AT1G54310"
"AT1G54310_ID2","AT1G54310"
"AT1G54350_ID1","AT1G54350"
"AT1G54350_ID3","AT1G54350"
"AT1G54350_P1","AT1G54350"
"AT1G54370_ID147","AT1G54370"
"AT1G54370_ID148","AT1G54370"
"AT1G54370_ID151","AT1G54370"
"AT1G54370_ID153","AT1G54370"
"AT1G54370_ID161","AT1G54370"
"AT1G54370_ID165","AT1G54370"
"AT1G54370_ID166","AT1G54370"
"AT1G54370_ID169","AT1G54370"
"AT1G54370_ID179","AT1G54370"
"AT1G54370_P1","AT1G54370"
"AT1G54370_s1","AT1G54370"
"AT1G54370_s2","AT1G54370"
"AT1G54370_s3","AT1G54370"
"AT1G54370_s4","AT1G54370"
"AT1G54380_JC3","AT1G54380"
"AT1G54380_JS1","AT1G54380"
"AT1G54380_P1","AT1G54380"
"AT1G54380_c2","AT1G54380"
"AT1G54380_c3","AT1G54380"
"AT1G54570_P1","AT1G54570"
"AT1G54575_P2","AT1G54575"
"AT1G54610.2","AT1G54610"
"AT1G54610.3","AT1G54610"
"AT1G54610_ID2","AT1G54610"
"AT1G54610_JS3","AT1G54610"
"AT1G54610_P1","AT1G54610"
"AT1G54610_P2","AT1G54610"
"AT1G54610_c1","AT1G54610"
"AT1G54660.1","AT1G54660"
"AT1G54660_ID2","AT1G54660"
"AT1G54660_JC42","AT1G54660"
"AT1G54660_JC44","AT1G54660"
"AT1G54660_JS3","AT1G54660"
"AT1G54660_s3","AT1G54660"
"AT1G54660_s6","AT1G54660"
"AT1G54710_ID1","AT1G54710"
"AT1G54710_ID3","AT1G54710"
"AT1G54710_P1","AT1G54710"
"AT1G54710_P2","AT1G54710"
"AT1G55000_ID1","AT1G55000"
"AT1G55000_ID2","AT1G55000"
"AT1G55000_P1","AT1G55000"
"AT1G55120.3","AT1G55120"
"AT1G55120_P1","AT1G55120"
"AT1G55120_P2","AT1G55120"
"AT1G55120_P4","AT1G55120"
"AT1G55221.1","AT1G55221"
"AT1G55250.1","AT1G55250"
"AT1G55250.3","AT1G55250"
"AT1G55250_ID4","AT1G55250"
"AT1G55250_ID8","AT1G55250"
"AT1G55250_JC2","AT1G55250"
"AT1G55250_JS13","AT1G55250"
"AT1G55250_JS5","AT1G55250"
"AT1G55250_JS8","AT1G55250"
"AT1G55250_c2","AT1G55250"
"AT1G55250_c3","AT1G55250"
"AT1G55250_c4","AT1G55250"
"AT1G55250_c5","AT1G55250"
"AT1G55250_s1","AT1G55250"
"AT1G55250_s2","AT1G55250"
"AT1G55250_s3","AT1G55250"
"AT1G55290_P1","AT1G55290"
